Fp1_wavelet_energy,Fp1_delta_power,Fp1_theta_power,Fp1_alpha_power,Fp1_beta_power,Fp1_gamma_power,Fp2_wavelet_energy,Fp2_delta_power,Fp2_theta_power,Fp2_alpha_power,Fp2_beta_power,Fp2_gamma_power,F3_wavelet_energy,F3_delta_power,F3_theta_power,F3_alpha_power,F3_beta_power,F3_gamma_power,F4_wavelet_energy,F4_delta_power,F4_theta_power,F4_alpha_power,F4_beta_power,F4_gamma_power,F7_wavelet_energy,F7_delta_power,F7_theta_power,F7_alpha_power,F7_beta_power,F7_gamma_power,F8_wavelet_energy,F8_delta_power,F8_theta_power,F8_alpha_power,F8_beta_power,F8_gamma_power,T3_wavelet_energy,T3_delta_power,T3_theta_power,T3_alpha_power,T3_beta_power,T3_gamma_power,T4_wavelet_energy,T4_delta_power,T4_theta_power,T4_alpha_power,T4_beta_power,T4_gamma_power,C3_wavelet_energy,C3_delta_power,C3_theta_power,C3_alpha_power,C3_beta_power,C3_gamma_power,C4_wavelet_energy,C4_delta_power,C4_theta_power,C4_alpha_power,C4_beta_power,C4_gamma_power,T5_wavelet_energy,T5_delta_power,T5_theta_power,T5_alpha_power,T5_beta_power,T5_gamma_power,T6_wavelet_energy,T6_delta_power,T6_theta_power,T6_alpha_power,T6_beta_power,T6_gamma_power,P3_wavelet_energy,P3_delta_power,P3_theta_power,P3_alpha_power,P3_beta_power,P3_gamma_power,P4_wavelet_energy,P4_delta_power,P4_theta_power,P4_alpha_power,P4_beta_power,P4_gamma_power,O1_wavelet_energy,O1_delta_power,O1_theta_power,O1_alpha_power,O1_beta_power,O1_gamma_power,O2_wavelet_energy,O2_delta_power,O2_theta_power,O2_alpha_power,O2_beta_power,O2_gamma_power,Fz_wavelet_energy,Fz_delta_power,Fz_theta_power,Fz_alpha_power,Fz_beta_power,Fz_gamma_power,Cz_wavelet_energy,Cz_delta_power,Cz_theta_power,Cz_alpha_power,Cz_beta_power,Cz_gamma_power,Pz_wavelet_energy,Pz_delta_power,Pz_theta_power,Pz_alpha_power,Pz_beta_power,Pz_gamma_power,Participant,Window
233345690.05430037,39.01099891752467,7.658535073282421,32.145160325939486,20.17991290031121,2.647150124811371,164919517.0659161,21.85487967828319,9.72942453580686,26.766348162767702,17.669781400374188,1.8108782817254794,255237624.67916727,33.498306321753034,10.123928755667668,38.85356187470212,20.962334318157488,1.4011306281904352,220500646.05319536,21.77346507201973,12.990914399290208,34.831612411190946,22.266643899539392,1.1840906714778614,197432274.41809958,45.827009062114755,9.005880555393418,23.895142590153945,18.94547228676118,3.112292314191593,277754493.88826483,54.46331006540515,12.993440257656825,27.710868151125467,22.83933809707677,3.1978474843323075,267832923.96394706,37.46007482571886,11.880009321673766,28.12334657042478,20.95742046433767,2.415821282828723,1144737304.5322838,278.4375990622326,25.30400469538371,36.364888678215195,31.34616890875364,3.1859836597794593,412815941.80116534,48.108782397009605,13.183884813948659,23.299616776289568,16.050453161325507,1.336543085240306,208395005.39419276,36.355143696733144,12.342487590167309,22.42460829382656,18.562046187101327,1.1609592368148824,180902874.91676626,23.030912003226156,12.785238453599904,23.30248811005722,20.066961981657204,2.0811146229868682,144673456.7549854,24.49539256414724,5.221876515963922,28.378132023334544,23.315242529683793,1.6921601860001505,190801257.06971934,31.468443605933544,10.730689827366682,23.610441210875557,16.009369151283053,1.3583679631552412,222023093.92049196,36.58622637350273,11.592733365568414,22.67547571126387,20.94962845865346,1.4567107100604662,268927637.4934308,36.63463538535073,12.367096015053125,25.815305336779215,14.808030636284565,1.7800880865068878,360647819.5192593,42.85154585980639,9.352442355984909,38.41288757361464,20.457773241561366,1.7447716010876713,218071231.37980622,19.568700478262944,12.778468773830637,34.489565392433526,21.78624117400269,1.1037458702555003,317423445.48509127,38.814572346112215,21.501475534580027,30.440748980148033,18.05276030409831,1.2615725288365662,259301213.2318935,43.62613312356987,15.797109176157761,17.481408363845446,14.310579591583709,1.4755164464330655,0,1
488010126.8551337,52.43232369705497,21.095216082133984,50.805479136874816,19.48856042512972,2.11364821555606,270125410.93301916,24.4935531504996,12.129747652756052,52.72601307687704,18.181185539184025,2.4199677060375135,399532659.5252086,33.31593155629437,16.654834947282446,54.32932020981438,20.499822544887387,1.6302314844834394,474751631.3784096,48.43656452276482,22.845209948796146,65.18161870191598,18.921969393655758,1.768770256810201,283244310.5389447,52.51898296548042,13.636540439764799,33.23002704456048,20.03083544377274,2.340970108859035,370634762.83012,37.4669493376972,12.071234764583354,53.85042401421878,22.866095639198647,3.8206190529525106,278353065.45609224,43.85080827063274,14.99958952078395,27.33602331012311,21.50926393637021,2.122840132467144,898562351.0839722,80.95424201498945,17.602403345359775,37.656584995004096,25.465530880020285,2.2748488484275713,439255746.9406516,34.613784035216895,18.1401280160746,39.73694098833759,21.213051488416156,1.6451193768338181,430191490.84723246,35.357848318631106,21.347940143436183,45.54662530809934,20.1254182602011,1.3638771439507076,222187509.19544265,22.624295963049942,14.038308695339355,33.63598679045021,22.657092405199563,1.9918324218370254,216186609.80016345,19.318730469762013,9.827940133113284,48.985374278068946,22.777963546782633,1.5582605344063385,233857469.75240543,25.218181017108563,12.365897047721749,32.33755181390471,24.616915076382508,1.8004056630236156,245061901.24550882,28.477383505070865,12.797291781944331,45.642192272636905,24.876009966266903,1.401510135542178,437004714.61274827,25.291432070303383,10.18120660200205,158.51881804000826,34.095499598947434,2.3605083198621974,810184003.1397252,18.73410076284886,14.639049949595668,278.9267267592144,38.24311713339389,1.9222630662692641,478340105.88969934,50.74290757070703,23.3109069567752,64.61102192835293,18.581546869592295,1.7379489451194425,581518529.0130415,42.95964424035237,30.6578029016113,56.711452101356336,23.151806870611885,1.6327000605718127,266865045.18494305,29.2724973504023,16.710809884103607,22.758297714016916,23.50648684683397,1.6251621629293767,0,2
243686688.11548594,29.07878456630192,13.413068686585085,18.417056357395385,22.234373767244733,3.4236008610391706,273025343.9649892,29.425600844331093,14.112488373271768,20.4568355567451,17.003965718062187,2.435306548672142,355591652.9158148,45.05567681176156,15.803364400911228,26.197217336079884,20.93912548974298,2.2050271230747436,486056662.06117624,54.08314873357827,22.822167211150703,32.24038612637521,21.149031805232,1.8297420209720756,254635645.7319631,37.351952776238576,11.270896566853967,23.968190387564004,22.4838758137293,2.7266854555738647,371201957.79364604,37.297137937204944,16.49643323586165,22.30583252236557,22.429627340383167,3.422673881870052,216855187.53564066,28.241311393235232,9.706106252557802,35.59382792602136,22.585277728427744,2.6013429681735807,652341069.3909674,49.856022905872386,17.708562256136133,46.32760123549552,26.266230543656167,1.8796081610194235,432700171.3782973,40.23156824129126,15.014795175749452,34.052734931021405,18.891160266542975,1.4576195994364212,405041207.86942405,41.99535692434042,18.54823326986961,34.51721488630833,20.178220378552876,1.5112628947654358,195421346.84317636,21.12771929997939,12.999643215439102,24.881142748707923,27.831804674343296,1.9174278513285947,261513535.83930254,20.647242592132677,13.674665946700449,42.509827709691464,20.592002178953752,1.5063760791052432,238194489.8272631,25.876654720508427,13.461683586741184,35.32765932656966,17.184663759333223,1.7835479918827375,265133540.30825496,23.22072809775509,14.30908558981756,40.74578758986231,17.26237746554808,1.3376986320984015,246905950.7256806,21.87126714840268,13.79703077177486,31.928703783107203,18.17704146853767,2.066409581998659,317038526.6165426,24.94914139579909,14.470569439456648,55.65037857187779,21.367273521445984,1.7204922318362081,483951166.1229263,50.200818263262846,22.512745868130438,32.394034673953556,20.83232336091029,1.752587547846661,528410043.1207835,44.011335299641196,24.870341496578835,44.02895306044274,20.21646949081998,1.5813936372925341,284266441.6425093,35.33015195079427,17.118234902468295,35.09578240754751,15.647166379417538,1.721393825610254,0,3
354167030.34083796,58.98325481550839,10.328166146911386,65.88569379770601,18.17053871806985,4.236594949921382,231966678.91423032,27.274468906924984,6.837560479620745,65.03778544906166,14.68054784991714,3.2401596032759046,278913820.6600609,40.178431035483314,11.287509072931737,74.4649745455964,18.346885572758502,3.080964245974946,316276816.6930736,43.37204236150618,11.339877170380843,78.00328977607882,19.466651500853576,1.9032672593978253,255563442.74782282,29.926760898877525,11.165841951664063,52.10540518559746,17.374044206041837,4.451238667839593,236344497.82420734,26.34914839142825,10.147969639518967,64.86666933344135,22.551325791469868,3.6138252869197913,209940783.63955075,29.436939628965554,14.431800255065507,41.511092616327595,18.068831786739107,2.5786487087371492,383179614.51076245,32.51474895220533,8.87953221514954,77.11226806236532,21.383944452830843,1.9729951941710147,332130678.8358044,30.379948203462828,14.511423571140057,61.00873103364792,16.993835791794098,1.879348203360308,291790809.1080715,30.852246911606038,15.856279266215548,70.93160280180338,20.680666494844345,1.8361385266812966,235107203.7010245,34.505660206060185,16.72769087355068,28.443166268695624,14.97554380011151,1.7076786244883482,209243502.73497692,23.03466995646668,8.532292908979123,55.86393125101236,20.597610855497393,1.643008620320359,204935156.46448258,20.251341371433394,14.687800411913203,28.06369500158757,20.59857424846067,1.5767638392433847,212419258.61149323,24.024773525400672,10.089772354314391,53.9404855598392,24.898532595607207,2.00110271800146,377353669.6635369,22.24016058175695,13.532745300220709,135.85831623460513,31.6640781760424,2.0346265047516434,578266082.3666298,27.450877396071466,14.703870263591032,263.92394147438574,36.08015943041467,2.64460380043119,309026491.8229327,40.0527690771792,11.122898988342637,78.17432999307756,19.03430496698323,1.9270245799322454,402913098.47220844,38.5189898262719,19.594800194149084,67.8826090490892,21.001946703244815,2.1614464846725845,233281238.217959,28.624370425688607,14.058613742390936,24.512490890228698,21.748331337371127,1.5550621367341395,0,4
391672439.8368705,61.20356767251564,15.405620114557419,56.7629875275298,15.304215421304566,3.168064667416596,298882086.50642747,19.739731466417286,9.860888876859986,63.69808941736134,14.886702900324028,2.3113633133701,355645093.3442344,20.96588173371771,14.89467573686872,69.92962918624497,18.235491962074033,2.5139063334560774,390493598.63472706,23.729797569848895,16.37265531492692,82.7830593671105,17.43229534534828,1.3578328946514562,317418689.4253322,45.81842355978104,12.72248982261624,49.04320807415721,17.902202632351393,3.38848888148152,342055903.2335998,36.85072674733979,10.7644333370319,63.939913251711076,26.222852614599635,2.871040656177838,226059036.05418336,32.929200690334625,10.759337348100134,46.800166750221614,19.64689402432573,2.868631093616569,383901714.497124,34.199019706231134,12.918332316516874,57.35833174266279,27.595468756700022,2.3982755329250964,465392090.9479895,26.375982108328145,13.644944065309994,62.227694673324415,17.817936882393397,1.8478565408824446,352367811.51551634,19.363563353116724,16.86096012457341,62.76717312774636,19.018282816247066,1.5467977979947132,228099960.57789204,21.50152048013417,10.427623169283859,28.07511431411276,20.380233226753308,2.0041949138312836,186654319.00634402,22.415385058721476,7.519732161382245,44.71658137241237,23.84158760102197,1.5056364216323905,241588700.1874412,21.456975265952078,12.154086585857263,33.17489573610882,20.89706429754483,1.3802260892544493,276629471.2955905,24.71010855456251,14.247398963404613,50.73812797586114,27.87349969351926,1.5203628522879327,367578267.2114146,24.94621787856899,14.86806147946047,80.00296759532863,24.883621511209583,1.5402658995977805,657193954.0477694,40.2820096530054,12.998910604229117,238.96623644444534,32.9880079127847,1.9578776103168196,384436864.71816105,24.58729975563693,16.005616890639295,82.68502432435635,16.649892878417035,1.3082559084157763,436040743.5922703,19.521958353542637,24.0618844393972,68.47477176159116,18.018950008453032,1.657068172085407,267411028.94998962,27.123109982803875,14.318267634393113,31.85191020648104,22.919336846401407,1.4398830385802106,0,5
806872870.6021172,208.56228756883002,23.9239474405182,18.314576427945557,19.98915315781201,2.554547318849773,284983732.63680494,85.35962773269279,15.14188943288416,19.02092730855308,16.116388420802117,2.312262185494933,406788618.51634216,64.82217328133048,14.492148118724131,22.698314025198563,18.911986623850026,1.4640705680094093,395887697.9497078,59.64288619314252,22.099452197724624,24.775362155272315,20.752248472199373,1.2892099504151728,320410153.7548439,50.63186390363627,13.307209433338219,18.647462754120326,18.988496430193162,2.1683773140201335,338313494.05895346,67.48375575871832,21.596246248486896,22.25352482588694,18.553999839251833,2.721096771506077,284352527.62527525,36.35224267868511,13.958523892759715,13.414253459810528,18.691432041602237,1.8991103105883127,373066974.5466621,40.54598894212648,13.466824320632266,31.636262219886557,27.89311792516256,2.147003239952959,357110082.72486097,43.60923988353751,16.03619519727219,16.696445055952115,18.44983007528903,1.3596396059627547,332906423.05396473,35.53312415022265,18.994601873403518,23.13693512935513,22.990072417347893,1.280976450566261,205297991.05200565,24.17147585671619,13.238538985078558,9.928301845807043,16.647562594853632,1.9995729636665494,260627428.94807768,25.52181166108617,11.050989871657544,30.465276257216814,20.361402754853863,1.4637363508138963,225808960.1749886,28.96904724035204,13.971240980737333,14.887722709536618,16.281119751279377,1.5732825348917459,258932005.1417452,24.547284181321828,14.044162860383322,25.613532012599226,22.60654238848333,1.3473727634675299,220279419.62670362,26.76575408579256,11.168615870639474,26.89896872906036,18.985569128533268,2.340832694761999,241256741.77785006,21.926224637849298,10.865609698428472,34.47613825457171,21.902620376651065,2.076258052671173,398621731.9075161,63.229314389906705,21.346011547088274,24.9712627173616,20.14947560430249,1.2411028399882222,563493324.0108784,65.27692892118506,23.3789479319813,29.424383272429466,21.71385009959083,1.5566641797206138,223925345.97171727,40.310605959825054,12.738009129077765,15.821435361535201,17.771082080083065,1.71442731986137,0,6
446384565.2073114,114.56210167242908,17.696535878939443,12.77216802646637,18.549959109728785,2.7110909131609646,314849420.57297045,44.794157450549505,12.51372530130665,14.241580183432388,17.249496426285788,2.502891818878693,434940326.0613006,55.373939823649344,14.841871524966987,15.831727218354354,15.599125865451512,1.3875862903129454,320120955.28234816,33.72038764202527,12.982547616015676,18.86006445873899,18.217444927023166,1.7289184142069824,226125530.16996983,45.966262616437106,10.643085832671817,9.066855774577771,17.619512331374118,2.4264999624233297,281296607.90496016,50.03207950392486,12.93135052254824,14.101781705640377,20.699777727436377,3.582110400091095,244666912.65371636,44.14837418394049,9.128844656568813,14.795924206935101,15.686560255014806,1.6264047426321877,406250535.8228164,75.71336127330999,13.158065593189402,20.415595896903778,17.508110042216373,2.163031033318185,333070805.4650034,49.802202262057264,12.995321603579074,14.360019969408528,14.399931486570853,1.1086964438806417,280926385.38860524,45.26649641544119,11.843171200212275,15.161154118502342,16.451522185896245,1.5941939206649403,165355939.08068803,40.526560851071565,9.544558657823032,12.441237672632695,16.771374092414547,1.4957665737382153,199392342.1455076,20.864100816027296,10.286659609595072,19.663187325561907,13.707881707521915,1.4201915675449284,208228126.160427,42.94450019252359,9.536758994092196,11.789366067024416,12.582619292455023,1.330674122668607,236867584.45716056,40.02217311339015,10.802148163710502,15.857029990967174,15.413478228415014,1.244266889076101,188569844.84468552,44.07572957620471,7.788922875534225,8.952131166045012,10.967175005590068,1.6612124876489318,182831424.88537553,38.20504649795434,9.65506117935482,12.75221968830288,12.831906218308495,1.6500825087239628,322495643.50711995,38.164163694736565,12.679880890282924,19.035712181896358,18.209062648278945,1.705749841824162,542244317.5844113,63.402839383033786,19.414148597604715,21.46946092001146,17.436868936949253,1.7319593179323753,254968470.59445763,44.135367732383756,14.45679633763788,13.424640076372553,12.27401697050025,1.4250713896804679,0,7
327181886.09194225,41.85995732234604,20.16933091480577,16.975462049524587,18.90409573189102,3.198959015023471,321981391.3882338,38.52161154050092,16.402694824972134,19.191800682424883,19.029018040254616,2.8149217040263173,499007759.92324364,52.89852824420098,18.634857249743167,20.863824756331745,18.72902611648422,2.357002985128725,391877818.8320893,38.40306928093498,18.945080994943467,23.067624965155893,20.350106726930495,2.131385425296381,362296374.00782585,47.25723359944572,11.870422685897566,13.898049513491888,22.161627869033005,5.600036494708217,415134341.6027508,79.3058856466223,20.36104677430086,18.776146315965274,22.940941791107928,4.799947894640314,395939615.3389077,26.884104124809227,16.986325775550043,16.17206757224618,19.588020400476264,5.762629548449711,600880027.2026187,66.5080964875473,18.33201371924485,25.81565055665876,25.462032317426598,4.134890816090957,416380623.92205226,37.19594984029432,16.877351963088643,16.387096353386376,17.069463680259908,2.18280652831605,320520560.10720766,31.864105940917984,14.57198564532651,15.786775882937786,21.356920641062356,2.087544140487886,228521506.72999504,31.9100596780605,11.419848246118217,9.889597781607874,24.714988993675792,4.917648490339042,314671954.7030886,23.667574077479696,13.65887668237636,46.63184509179676,23.19337914954347,3.0712603343688194,282638531.5906244,24.40986551543016,12.78245855898706,13.024826885748194,17.117875420652968,2.22613503428358,316695347.6712457,19.923994171743324,11.613033832650425,39.031601032820454,19.193368641743497,2.1927344290004345,322576710.09398776,22.292572349446488,15.205355289480751,18.856128662395708,15.436846052005626,2.6664316309294502,788030934.835397,24.167464986512474,19.60425858919539,120.82379436902515,26.39892265345875,3.174193246187814,431513088.6646836,34.96622293738765,19.72233544489447,24.05830685585315,20.100832377116152,2.029883323684656,551312832.2028923,69.63082978667455,27.660697070205952,23.30011687121319,22.5898169885886,2.640105832570643,364013417.1416928,38.995202389171766,17.694452968016655,20.698022745514717,17.134529062214423,2.454609357698551,0,8
408855055.89216584,43.02043557682376,13.434346171400795,68.51853449252607,22.309497518711996,2.8365686709661437,306676545.9504401,34.95775338399968,9.678009233514878,71.32687984455583,18.40796785190595,2.449490439756331,380898322.339406,73.9045288768665,11.281141811618866,76.80325993181386,21.834658228475075,1.7160216101021741,399950788.52900356,38.07555601586187,12.445637374421331,85.48926644130086,19.619011052298863,1.542246287241894,319350244.89261055,44.53493818422739,13.924737683186967,53.55089069163033,24.44123809875739,2.80791751930356,366293269.37404925,49.72233231707576,10.999372237691958,73.25315779288158,20.211024580502226,3.3604820355214864,363034003.33968484,22.83496364456797,22.432957286372783,55.571827011725134,22.80319681530267,1.4181903184554834,391628816.02198005,34.17360274845185,12.474872036807728,60.347582486647156,17.94478077745708,2.007729422974019,400402763.4540715,40.34301033599968,14.52719766678373,60.42692783918299,17.064397528236398,1.540966748866858,360202040.04971206,28.976795502153834,12.813876719008135,67.53472091530797,17.93991686319722,1.4867502549990577,340286808.55656093,19.935974367166015,20.56352831204694,44.16795853086023,19.726065708190543,1.7040775678281446,273036494.04607844,17.13512544623694,11.786302393324998,42.40634395634731,17.773400930181023,1.7540700277502967,296971156.2274318,23.796702126311637,15.089563839884256,50.78028417612464,17.409349060340624,1.5992275965225808,337401764.45374316,22.362616290578814,18.8635706824387,44.1077368247059,19.87250604172606,1.8929181129401451,465987050.4209601,22.732429116232453,14.241791174720976,135.74073198754334,21.552802973091435,2.627112685565343,741108619.1500304,18.113527962394873,17.121212016905545,243.36943121945478,35.487322369327835,3.8968466326928746,394315431.4593916,35.50706140953209,12.119184108329996,84.95523886622397,19.347782604381262,1.55834495161663,1096193927.7118793,83.60542773105291,33.0151624978936,84.48234984491489,18.659207206558566,1.7315405216559352,333023156.1034093,26.99020714273264,18.88099765396349,40.595278871741776,15.640080994682357,1.7331409362096313,0,9
306795188.41622007,28.482434901117166,14.73241886677085,62.98356755319018,18.62008862869927,2.7923922051331624,273672756.5608806,21.603732999652273,9.038758266389156,73.40446314491597,15.090234982030486,2.8565209287526128,389230255.315865,56.650243731702865,16.553541149487955,76.00445549097503,17.5013404582097,1.7090829332541635,403165846.08343226,36.15921691910763,15.287219968788602,92.58849648447539,17.640787095526978,1.533944751858896,258836832.7162211,43.91601183951469,13.304635539928658,46.75965244011776,18.25979544263048,2.0712233185301336,363660769.94510305,42.003960009057685,11.894342914933826,66.49106629868017,17.9850182539375,3.977836790882104,273966335.7127516,33.00377702212462,11.330353333683693,47.482456535659445,19.88471431953562,2.003577482154511,497021809.06399184,41.700661408635156,15.945800569032787,69.8150270103998,17.489248115775016,1.7818100039419313,309287762.1687592,21.616548071168076,14.681289757283945,57.673961309323595,17.71301038341934,1.4952582163920738,363410465.9961084,29.784775851714,14.067846730390075,75.72710201096042,18.607410825418288,1.5898628348684163,233655740.49507487,30.110163530170595,14.752067313163316,41.39999309460698,18.75934921706435,1.9804541032262706,398553178.5972092,42.88457832486828,15.781076556102278,78.04224403779978,18.164599946135922,1.4951194139945796,286805652.8634819,28.09320789880951,13.09931305246808,73.83967488153884,18.44561388017009,1.8166665649933837,312965624.1644743,28.027880492667542,14.120379242434433,86.86288122957119,19.385016727121794,2.05914244401949,599675954.5078331,31.91129514941842,20.90385467924324,196.3808794238801,26.047407760100736,3.0258906625738904,1046528103.5877895,50.54768442155411,31.658596525182816,303.589662056585,36.04392014079007,3.154011047857532,417491468.91822255,40.3992659591997,15.733284314038986,91.82714839286425,17.306262891352002,1.5148216176166636,471390475.2912533,35.76623520736504,20.78871184250528,80.39973173301007,22.95258601941883,1.8025507146198554,276914399.1995461,23.33765111264472,18.832634326563895,66.9086004813949,18.704306463155675,1.87165965346466,0,10
